Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
9157993884,2023-04-05 00:07:59,2023-04-04 19:13:00,Clarksville,New Jersey,609,Other,Y
8338881968,2023-04-05 00:08:25,2023-04-04 12:14:00,,,615,Other,Y
6086532754,2023-04-05 00:08:37,2023-04-04 16:19:00,Sun Prairie,Wisconsin,608,Other,
6095660831,2023-04-05 00:08:45,2023-04-04 19:07:00,Clarksville,New Jersey,609,Other,N
2533577410,2023-04-05 00:09:16,2023-04-04 10:11:00,Sun Prairie,Wisconsin,608,Other,
6092250780,2023-04-05 00:09:27,2023-04-04 18:07:00,Clarksville,New Jersey,609,Other,N
6083878718,2023-04-05 00:09:59,2023-04-04 09:45:00,Sun Prairie,Wisconsin,608,Other,
6092292697,2023-04-05 00:10:19,2023-04-04 15:35:00,Clarksville,New Jersey,609,Other,N
6094645535,2023-04-05 00:11:00,2023-04-04 14:13:00,Clarksville,New Jersey,609,No Subject Provided,N
6098819620,2023-04-05 00:11:51,2023-04-04 14:03:00,Clarksville,New Jersey,609,Other,N
6098818241,2023-04-05 00:12:34,2023-04-04 14:00:00,Clarksville,New Jersey,609,Other,N
6092568161,2023-04-05 00:13:21,2023-04-04 13:46:00,Clarksville,New Jersey,609,Other,N
5593795887,2023-04-05 00:13:48,2023-04-04 16:47:00,Los Angeles,California,323,Other,Y
6092397437,2023-04-05 00:14:04,2023-04-04 13:21:00,Clarksville,New Jersey,609,Other,N
2173341038,2023-04-05 00:14:58,2023-04-04 13:19:00,Clarksville,Tennessee,609,Other,N
6096017531,2023-04-05 00:15:43,2023-04-04 13:15:00,Clarksville,New Jersey,609,Other,N
8082897823,2023-04-05 00:15:55,2023-04-04 07:20:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
4434832947,2023-04-05 00:16:30,2023-04-04 13:02:00,Clarksville,New Jersey,609,Other,N
6097463671,2023-04-05 00:17:17,2023-04-04 12:50:00,Clarksville,New Jersey,609,Other,N
4083392363,2023-04-05 00:17:42,2023-04-04 07:57:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
6092936760,2023-04-05 00:18:17,2023-04-04 12:38:00,Clarksville,Tennessee,609,Other,N
6092936760,2023-04-05 00:19:05,2023-04-04 12:28:00,Clarksville,Tennessee,609,Other,N
2514187738,2023-04-05 00:21:02,2023-04-04 17:32:00,Saint Paul,Minnesota,651,Other,Y
2514187738,2023-04-05 00:22:50,2023-04-01 17:31:00,Saint Paul,Minnesota,651,Other,Y
,2023-04-05 00:24:18,2023-03-28 17:32:00,Saint Paul,Minnesota,651,Other,Y
7197194389,2023-04-05 00:25:59,2023-04-04 22:47:00,,Colorado,303,Other,N
2514187738,2023-04-05 00:26:20,2023-03-26 17:32:00,Saint Paul,Minnesota,651,Other,Y
2514187738,2023-04-05 00:27:53,2023-03-21 17:31:00,Saint Paul,Minnesota,651,Other,Y
2135586134,2023-04-05 00:29:07,2023-04-04 16:24:00,Missouri City,Texas,619,Home security  & alarms,N
2514187738,2023-04-05 00:29:12,2023-03-19 17:31:00,Saint Paul,Minnesota,651,Other,Y
2514187738,2023-04-05 00:30:26,2023-03-14 17:31:00,Saint Paul,Minnesota,651,Other,Y
2514187738,2023-04-05 00:31:29,2023-03-12 17:31:00,Saint Paul,Minnesota,651,Other,Y
,2023-04-05 00:31:49,2023-04-04 12:58:00,Plano,Texas,972,"Calls pretending to be government, businesses, or family and friends",N
5593793855,2023-04-05 00:06:52,2023-04-04 11:20:00,,California,559,Dropped call or no message,N
2065352661,2023-04-05 00:01:51,2023-04-04 11:16:00,,Washington,206,Warranties  & protection plans,N
2013731739,2023-04-05 00:00:09,2023-04-04 17:35:00,,New Jersey,201,Medical  & prescriptions,Y
7473384033,2023-04-05 00:32:23,2023-04-04 11:13:00,,California,323,No Subject Provided,N
4012716778,2023-04-05 00:32:27,2023-04-04 13:52:00,Providence,Rhode Island,401,Dropped call or no message,
2514187738,2023-04-05 00:32:52,2023-03-07 17:31:00,Saint Paul,Minnesota,651,Other,Y
2514187738,2023-04-05 00:34:06,2023-03-05 17:31:00,Saint Paul,Minnesota,651,Other,Y
7473384033,2023-04-05 00:34:13,2023-04-04 11:13:00,,California,213,No Subject Provided,Y
9152131878,2023-04-05 00:34:14,2023-04-03 00:00:00,,Texas,915,Other,N
,2023-04-05 00:34:40,2023-04-05 12:00:00,Bronx,New York,347,"Calls pretending to be government, businesses, or family and friends",N
,2023-04-05 00:34:42,2023-04-04 13:30:00,Plano,Texas,972,"Calls pretending to be government, businesses, or family and friends",Y
2343416441,2023-04-05 00:35:14,2023-04-03 17:25:00,Youngstown,Ohio,234,Dropped call or no message,Y
2514187738,2023-04-05 00:35:34,2023-02-28 17:32:00,Saint Paul,Minnesota,651,Other,Y
3123481582,2023-04-05 00:35:52,2023-04-04 09:00:00,,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y
6158195656,2023-04-05 00:36:30,2023-04-04 12:08:00,Clarksville,Tennessee,609,Other,N
,2023-04-05 00:37:20,2023-04-04 14:41:00,Plano,Texas,972,"Calls pretending to be government, businesses, or family and friends",Y
5134408070,2023-04-05 00:37:29,2023-04-04 09:12:00,Youngstown,Ohio,234,Dropped call or no message,Y
9724417138,2023-04-05 00:37:43,2023-04-04 12:58:00,San Francisco,California,415,"Energy, solar,  & utilities",N
6095989144,2023-04-05 00:37:46,2023-04-04 12:42:00,Clarksville,Tennessee,609,Other,N
6096976294,2023-04-05 00:38:29,2023-04-04 13:17:00,Clarksville,New Jersey,609,Other,N
6094371372,2023-04-05 00:39:19,2023-04-04 13:45:00,Clarksville,Tennessee,609,Other,N
2342384860,2023-04-05 00:39:24,2023-04-04 16:53:00,Youngstown,Ohio,234,Dropped call or no message,Y
7199822292,2023-04-05 00:39:32,2023-04-04 05:59:00,Chicago,Illinois,312,Other,Y
,2023-04-05 00:39:53,2023-04-04 16:01:00,Plano,Texas,972,"Calls pretending to be government, businesses, or family and friends",Y
7312015827,2023-04-05 00:40:21,2023-04-04 15:26:00,Clarksville,Tennessee,609,Other,N
6094185570,2023-04-05 00:41:15,2023-04-04 15:59:00,Clarksville,New Jersey,609,Other,N
2368385527,2023-04-05 00:41:20,2023-04-03 04:00:00,Vauxhall,New Jersey,973,Other,Y
