Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
6803010591,2024-12-09 00:06:34,2024-12-08 18:47:00,,California,310,"Calls pretending to be government, businesses, or family and friends",Y
5404016924,2024-12-09 00:07:42,2024-12-09 08:36:00,Mechanicsville,Virginia,804,Home improvement  & cleaning,Y
2105352788,2024-12-09 00:08:45,2024-12-05 12:20:00,,California,310,"Calls pretending to be government, businesses, or family and friends",Y
87053501330,2024-12-09 00:09:42,2024-12-07 15:03:00,haldwani,Utah,989,Other,Y
4127911403,2024-12-09 00:10:18,2024-12-04 15:28:00,,California,310,"Calls pretending to be government, businesses, or family and friends",Y
8645350790,2024-12-09 00:11:30,2024-12-09 10:08:00,Kallakurichi,Tennessee,915,Other,Y
3606408539,2024-12-09 00:18:25,2024-12-08 22:07:00,STERLING,Colorado,475,Work from home  & other ways to make money,Y
,2024-12-09 00:18:43,2024-12-09 09:01:00,haldwani,Michigan,989,Other,Y
7044454040,2024-12-09 00:25:20,2024-12-07 14:12:00,Salisbury,North Carolina,704,Other,N
2523184881,2024-12-09 00:26:08,2024-12-07 12:01:00,Salisbury,North Carolina,704,Other,N
7045612604,2024-12-09 00:26:57,2024-12-07 08:51:00,Salisbury,North Carolina,704,Other,N
3145570730,2024-12-09 00:34:08,2024-12-06 09:42:00,,Missouri,314,Other,N
4357770524,2024-12-09 00:40:02,2024-12-05 14:42:00,Independence,Missouri,816,Dropped call or no message,N
6812333604,2024-12-09 00:41:55,2024-12-08 20:30:00,,California,213,Other,N
8572633474,2024-12-09 00:43:27,2024-12-06 09:52:00,Independence,Missouri,816,Dropped call or no message,N
2543128429,2024-12-09 00:45:26,2024-12-06 16:03:00,Independence,Missouri,816,Dropped call or no message,N
9093940888,2024-12-09 00:45:50,2024-12-08 11:16:00,La Verne,California,909,Other,Y
9099186459,2024-12-09 00:48:49,2024-12-08 10:41:00,La Verne,California,909,Other,Y
9093249688,2024-12-09 00:50:41,2024-12-08 14:37:00,La Verne,California,909,Other,Y
3097774022,2024-12-09 01:14:41,2024-12-05 12:00:00,TORRANCE,California,310,Dropped call or no message,N
5854967363,2024-12-09 01:14:57,2024-12-06 15:03:00,North Tonawanda,New York,585,Other,Y
8882803321,2024-12-09 01:17:08,2024-12-08 12:00:00,,California,562,Other,N
6182277577,2024-12-09 01:18:28,2024-12-05 12:00:00,Torrance,California,310,Dropped call or no message,N
9566914913,2024-12-09 01:20:24,2024-12-05 16:53:00,TORRANCE,California,310,Dropped call or no message,Y
3522858491,2024-12-09 01:21:02,2024-12-08 13:40:00,Hawthorne,Florida,352,Other,Y
5599428928,2024-12-09 01:22:12,2024-12-05 12:00:00,TORRANCE,California,310,Dropped call or no message,Y
,2024-12-09 01:25:25,2024-12-07 19:15:00,San Francisco,California,415,"Calls pretending to be government, businesses, or family and friends",Y
8045637795,2024-12-09 01:27:25,2024-12-05 12:00:00,Torrance,California,310,Dropped call or no message,N
2564866479,2024-12-09 01:29:23,2024-12-05 05:19:00,TORRANCE,California,310,Dropped call or no message,Y
5164959054,2024-12-09 01:31:16,2024-12-08 22:32:00,,Illinois,847,Other,Y
9313691782,2024-12-09 01:31:20,2024-12-05 05:25:00,TORRANCE,California,310,Dropped call or no message,Y
8034261792,2024-12-09 01:32:00,2024-12-07 17:55:00,North augusta,South Carolina,803,Medical  & prescriptions,N
6506775373,2024-12-09 01:32:38,2024-12-08 21:10:00,San Francisco,California,415,"Calls pretending to be government, businesses, or family and friends",Y
6403330284,2024-12-09 00:05:15,2024-12-05 08:38:00,,California,310,"Calls pretending to be government, businesses, or family and friends",Y
87021709241,2024-12-09 00:04:19,2024-12-09 10:01:00,mehsana,Guam,989,Other,Y
2342552522,2024-12-09 00:04:14,2024-12-06 08:41:00,,California,310,"Calls pretending to be government, businesses, or family and friends",Y
6126888837,2024-12-09 01:33:33,2024-12-05 05:33:00,TORRANCE,California,310,Dropped call or no message,Y
6265566629,2024-12-09 01:35:23,2024-12-05 05:50:00,TORRANCE,California,310,Dropped call or no message,Y
2564807404,2024-12-09 01:37:44,2024-12-05 05:54:00,TORRANCE,California,310,Dropped call or no message,Y
5404691073,2024-12-09 01:39:42,2024-12-05 05:57:00,TORRANCE,California,310,Dropped call or no message,Y
6126888789,2024-12-09 01:41:25,2024-12-05 06:18:00,TORRANCE,California,310,Dropped call or no message,Y
6126888771,2024-12-09 01:43:19,2024-12-05 06:27:00,TORRANCE,California,310,Dropped call or no message,Y
9085293204,2024-12-09 01:45:18,2024-12-05 06:33:00,TORRANCE,California,310,Dropped call or no message,Y
8542233735,2024-12-09 01:47:18,2024-12-05 06:39:00,TORRANCE,California,310,Dropped call or no message,Y
9738912022,2024-12-09 01:49:04,2024-12-05 06:46:00,TORRANCE,California,310,Dropped call or no message,Y
2202014870,2024-12-09 01:52:41,2024-12-05 12:00:00,Torrance,California,310,Dropped call or no message,N
8406888161,2024-12-09 01:55:32,2024-12-06 04:50:00,TORRANCE,California,310,Dropped call or no message,Y
7478999651,2024-12-09 01:57:51,2024-12-06 05:37:00,TORRANCE,California,310,Dropped call or no message,Y
5599555525,2024-12-09 01:59:46,2024-12-06 06:03:00,TORRANCE,California,310,Dropped call or no message,Y
9499988263,2024-12-09 02:01:30,2024-12-06 06:16:00,TORRANCE,California,310,Dropped call or no message,Y
5309444147,2024-12-09 02:03:21,2024-12-06 06:48:00,TORRANCE,California,310,Dropped call or no message,Y
1409320364,2024-12-09 02:05:09,2024-12-09 12:33:00,,Idaho,986,Other,Y
9547454842,2024-12-09 02:07:30,2024-12-06 06:52:00,TORRANCE,California,310,Other,Y
3105501292,2024-12-09 02:09:37,2024-12-06 08:01:00,TORRANCE,California,310,Dropped call or no message,Y
6284333353,2024-12-09 02:12:30,2024-12-06 08:22:00,TORRANCE,California,310,Dropped call or no message,Y
3107362885,2024-12-09 02:28:44,2024-12-06 10:48:00,tORRANCE,California,310,Dropped call or no message,Y
9499966515,2024-12-09 02:30:57,2024-12-06 12:00:00,TORRANCE,California,310,Dropped call or no message,Y
3103413899,2024-12-09 02:33:30,2024-11-30 06:04:00,TORRANCE,California,310,Dropped call or no message,Y
