Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
3393336734,2024-07-19 00:01:11,2024-07-15 17:30:00,,Massachusetts,617,Dropped call or no message,
8003904873,2024-07-19 00:01:38,2024-07-16 16:30:00,,Massachusetts,617,Dropped call or no message,
2489403415,2024-07-19 00:02:07,2024-07-18 10:18:00,Rochester Hills,Michigan,248,Other,Y
8398460867,2024-07-19 00:02:12,2024-07-17 13:46:00,,Massachusetts,617,Dropped call or no message,
9785018838,2024-07-19 00:02:49,2024-07-17 19:15:00,,Massachusetts,617,"Calls pretending to be government, businesses, or family and friends",
3106686281,2024-07-19 00:03:11,2024-07-18 07:29:00,,California,323,No Subject Provided,Y
8004093064,2024-07-19 00:03:14,2024-07-18 13:06:00,,Massachusetts,617,Dropped call or no message,
9782940594,2024-07-19 00:03:37,2024-07-18 15:15:00,,Massachusetts,617,Dropped call or no message,
6173518934,2024-07-19 00:04:18,2024-07-18 17:14:00,,Massachusetts,617,"Calls pretending to be government, businesses, or family and friends",
3106686281,2024-07-19 00:04:21,2024-07-18 07:29:00,,California,213,No Subject Provided,Y
9788748872,2024-07-19 00:04:58,2024-07-18 19:53:00,,Massachusetts,617,"Calls pretending to be government, businesses, or family and friends",
6032886579,2024-07-19 00:05:17,2024-07-18 19:38:00,,Illinois,630,"Calls pretending to be government, businesses, or family and friends",Y
2246125490,2024-07-19 00:05:54,2024-07-18 12:53:00,,Kentucky,618,Other,N
2017405271,2024-07-19 00:06:34,2024-07-18 04:20:00,Ocean Isle Beach,North Carolina,201,Medical  & prescriptions,N
4069701899,2024-07-19 00:06:46,2024-07-18 09:16:00,,California,323,No Subject Provided,Y
6185444185,2024-07-19 00:07:01,2024-07-18 13:21:00,,Kentucky,618,Other,N
4069701899,2024-07-19 00:08:02,2024-07-18 09:16:00,,California,213,No Subject Provided,Y
6185868226,2024-07-19 00:08:26,2024-07-18 02:02:00,,Kentucky,618,Other,N
2014779442,2024-07-19 00:09:35,2024-07-18 09:12:00,Ocean Isle Beach,North Carolina,201,Medical  & prescriptions,N
6185868226,2024-07-19 00:09:43,2024-07-18 14:03:00,,Kentucky,618,Other,N
3642128355,2024-07-19 00:09:58,2024-07-18 09:54:00,,California,323,No Subject Provided,Y
2039025683,2024-07-19 00:10:20,2024-07-18 13:28:00,,Connecticut,860,No Subject Provided,
6185644966,2024-07-19 00:10:47,2024-07-18 14:12:00,,Kentucky,618,Other,N
2108309139,2024-07-19 00:11:00,2024-07-11 13:04:00,San Bernardino,California,909,Other,N
8604308388,2024-07-19 00:11:03,2024-07-18 10:12:00,,Connecticut,860,No Subject Provided,
3642128355,2024-07-19 00:11:12,2024-07-18 09:54:00,,California,213,No Subject Provided,Y
6185230303,2024-07-19 00:12:10,2024-07-18 14:40:00,,Kentucky,618,Other,N
9513192489,2024-07-19 00:12:19,2024-07-11 08:59:00,San Bernardino,California,909,Other,N
9735768645,2024-07-19 00:13:01,2024-07-18 13:36:00,Ocean Isle Beach,North Carolina,201,Medical  & prescriptions,N
4245294946,2024-07-19 00:13:14,2024-07-18 20:52:00,San Francisco,California,415,Dropped call or no message,Y
7029969394,2024-07-19 00:13:26,2024-07-11 13:23:00,San Bernardino,California,909,Other,N
6185248274,2024-07-19 00:13:54,2024-07-18 14:49:00,,Kentucky,618,Other,N
9097632647,2024-07-19 00:14:31,2024-07-18 10:05:00,,California,323,No Subject Provided,Y
2488349859,2024-07-19 00:01:06,2024-07-18 11:32:00,Rochester Hills,Michigan,248,Other,Y
8004107292,2024-07-19 00:00:39,2024-07-12 09:58:00,,Massachusetts,617,Medical  & prescriptions,
7344716149,2024-07-19 00:00:01,2024-07-18 12:11:00,Rochester Hills,Michigan,248,Other,Y
2108309139,2024-07-19 00:14:40,2024-07-12 10:47:00,San Bernardino,California,909,Other,N
6185496488,2024-07-19 00:15:16,2024-07-18 15:25:00,,Kentucky,618,Other,N
9092487514,2024-07-19 00:15:44,2024-07-16 13:48:00,San Bernardino,California,909,Other,N
9097632647,2024-07-19 00:15:59,2024-07-18 10:05:00,,California,213,No Subject Provided,Y
8885315012,2024-07-19 00:16:39,2024-07-18 00:00:00,Austin,Texas,512,"Reducing your debt (credit cards, mortgage, student loans)",Y
2108309107,2024-07-19 00:16:49,2024-07-17 10:05:00,San Bernardino,California,909,Other,N
6185459992,2024-07-19 00:16:53,2024-07-18 15:57:00,,Kentucky,618,Other,N
7252880387,2024-07-19 00:18:23,2024-07-18 16:55:00,San Bernardino,California,909,Other,N
5625928088,2024-07-19 00:18:46,2024-07-18 10:34:00,,California,323,No Subject Provided,Y
6185051905,2024-07-19 00:19:35,2024-07-18 16:15:00,,Kentucky,618,Other,N
2248222918,2024-07-19 00:21:25,2024-07-18 16:15:00,,Kentucky,618,Other,N
5614441935,2024-07-19 00:22:24,2024-07-18 10:40:00,,California,323,No Subject Provided,Y
5614441935,2024-07-19 00:23:40,2024-07-18 10:40:00,,California,213,No Subject Provided,Y
6185605719,2024-07-19 00:24:28,2024-07-18 16:25:00,,Kentucky,618,Other,N
6187320222,2024-07-19 00:25:47,2024-07-18 16:34:00,,Kentucky,618,Other,N
3852970489,2024-07-19 00:25:52,2024-07-18 12:35:00,,California,323,No Subject Provided,Y
3852970489,2024-07-19 00:27:23,2024-07-18 12:35:00,,California,213,No Subject Provided,Y
6185124377,2024-07-19 00:27:40,2024-07-18 17:29:00,,Kentucky,618,Other,N
