Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
9122968291,2024-02-28 00:03:15,2024-02-23 10:11:00,,Georgia,912,"Calls pretending to be government, businesses, or family and friends",Y
8663462135,2024-02-28 00:03:34,2024-02-27 12:00:00,Ossian,Alabama,312,Other,N
6146264900,2024-02-28 00:03:37,2024-02-28 10:54:00,"Columbus, OH   43224-4302",Ohio,614,Other,Y
9123421085,2024-02-28 00:04:19,2024-02-19 03:35:00,,Georgia,912,"Calls pretending to be government, businesses, or family and friends",Y
6612093927,2024-02-28 00:04:47,2024-02-27 19:48:00,San Francisco,California,415,Other,Y
9493322707,2024-02-28 00:06:22,2024-02-27 10:29:00,,Illinois,847,Vacation  & timeshares,N
8662069553,2024-02-28 00:12:09,2024-02-27 20:47:00,San Diego,California,619,"Calls pretending to be government, businesses, or family and friends",Y
8556025393,2024-02-28 00:16:09,2024-02-28 19:11:00,Jamaica,New York,917,"Reducing your debt (credit cards, mortgage, student loans)",Y
3044737556,2024-02-28 00:20:24,2024-02-26 17:20:00,"Nitro,",West Virginia,304,Dropped call or no message,N
3313004644,2024-02-28 00:21:15,2024-02-27 18:15:00,Bolingbrook,Illinois,630,Other,N
3027847232,2024-02-28 00:24:41,2024-02-27 11:49:00,,Missouri,816,No Subject Provided,
3313004644,2024-02-28 00:24:31,2024-02-27 06:20:00,Worth,Illinois,708,Other,N
3027844964,2024-02-28 00:27:15,2024-02-27 14:52:00,,Missouri,816,No Subject Provided,
9739430271,2024-02-28 00:26:32,2024-02-28 17:24:00,,New Jersey,201,No Subject Provided,N
6098886206,2024-02-28 00:28:16,2024-02-28 16:09:00,,New Jersey,201,No Subject Provided,N
2132851344,2024-02-28 00:28:26,2024-02-27 17:20:00,,California,805,Other,N
9177439754,2024-02-28 00:30:50,2024-02-28 17:38:00,,New Jersey,201,No Subject Provided,N
6196583111,2024-02-28 00:32:10,2024-02-27 13:02:00,San Diego,California,619,Dropped call or no message,Y
8583218219,2024-02-28 00:33:48,2024-02-27 13:01:00,San Diego,California,619,Dropped call or no message,Y
3047127179,2024-02-28 00:34:09,2024-02-26 17:07:00,"Nitro,",West Virginia,304,Dropped call or no message,N
6812339150,2024-02-28 00:35:55,2024-02-26 16:24:00,"Nitro,",West Virginia,304,Dropped call or no message,N
2162308534,2024-02-28 00:36:19,2024-02-28 00:08:00,,District of Columbia,202,Other,N
2138862582,2024-02-28 00:36:45,2024-02-27 07:59:00,Seal Beach,California,562,Dropped call or no message,Y
3044067439,2024-02-28 00:37:51,2024-02-26 16:08:00,"Nitro,",West Virginia,304,Dropped call or no message,N
8772941511,2024-02-28 00:38:12,2024-02-27 19:28:00,Aldie,Virginia,434,"Reducing your debt (credit cards, mortgage, student loans)",Y
3207034526,2024-02-28 00:38:17,2024-02-27 08:46:00,Seal Beach,California,562,Dropped call or no message,Y
5417477207,2024-02-28 00:38:58,2024-02-22 10:29:00,Medford,Oregon,541,Medical  & prescriptions,Y
6814423638,2024-02-28 00:39:29,2024-02-26 03:01:00,"Nitro,",West Virginia,304,Dropped call or no message,N
4805422108,2024-02-28 00:40:00,2024-02-27 17:37:00,Buckeye,Arizona,480,"Reducing your debt (credit cards, mortgage, student loans)",Y
6815253216,2024-02-28 00:41:45,2024-02-26 13:55:00,"Nitro,",West Virginia,304,Dropped call or no message,N
8312572504,2024-02-28 00:42:23,2024-02-27 09:51:00,,California,323,No Subject Provided,Y
,2024-02-28 00:42:32,2024-02-23 14:04:00,Medford,Oregon,541,Medical  & prescriptions,Y
8312572504,2024-02-28 00:43:48,2024-02-27 09:51:00,,California,213,No Subject Provided,Y
9122968252,2024-02-28 00:02:30,2024-02-23 10:28:00,,Georgia,912,Computer  & technical support,Y
9122968252,2024-02-28 00:01:44,2024-02-23 10:45:00,,Georgia,912,Other,Y
9122968291,2024-02-28 00:00:54,2024-02-23 11:03:00,,Georgia,912,"Calls pretending to be government, businesses, or family and friends",Y
6812855649,2024-02-28 00:43:52,2024-02-26 13:45:00,"Nitro,",West Virginia,304,Dropped call or no message,N
0486911684,2024-02-28 00:44:06,2024-02-28 12:00:00,melbourne,,614,Other,N
5172711983,2024-02-28 00:45:13,2024-02-27 12:42:00,,Michigan,517,No Subject Provided,
2393422744,2024-02-28 00:45:21,2024-02-27 01:04:00,Council Bluffs,Iowa,712,Dropped call or no message,
8009476229,2024-02-28 00:45:23,2024-02-27 09:07:00,Medford,Oregon,541,Dropped call or no message,Y
3192195066,2024-02-28 00:47:03,2024-02-27 13:15:00,Council Bluffs,Iowa,712,Dropped call or no message,
7076322954,2024-02-28 00:47:16,2024-02-27 20:36:00,Sacrament,California,916,Dropped call or no message,N
7073830442,2024-02-28 00:48:02,2024-02-27 19:39:00,Sacrament,California,916,Dropped call or no message,N
3046843910,2024-02-28 00:50:18,2024-02-26 13:08:00,"Nitro,",West Virginia,304,Dropped call or no message,N
6193776165,2024-02-28 00:50:39,2024-02-27 10:07:00,,California,323,No Subject Provided,Y
8003412145,2024-02-28 00:51:00,2024-02-27 13:26:00,Council Bluffs,Iowa,712,Dropped call or no message,
6193776165,2024-02-28 00:51:59,2024-02-27 10:07:00,,California,213,No Subject Provided,Y
7124017680,2024-02-28 00:54:41,2024-02-27 15:58:00,Council Bluffs,Iowa,712,Dropped call or no message,
3045310757,2024-02-28 00:55:15,2024-02-26 11:37:00,"Nitro,",West Virginia,304,Dropped call or no message,N
4088779046,2024-02-28 00:56:47,2024-02-27 13:54:00,,California,323,No Subject Provided,Y
3043090079,2024-02-28 00:57:51,2024-02-26 10:27:00,"Nitro,",West Virginia,304,Dropped call or no message,N
4088779046,2024-02-28 00:58:29,2024-02-27 13:54:00,,California,213,No Subject Provided,Y
3047548341,2024-02-28 00:59:30,2024-02-26 10:03:00,"Nitro,",West Virginia,304,Dropped call or no message,N
2169104984,2024-02-28 01:00:16,2024-02-27 18:57:00,,Ohio,216,Other,Y
8582669485,2024-02-28 01:00:56,2024-02-27 15:30:00,,California,323,No Subject Provided,Y
8552389256,2024-02-28 01:01:19,2024-02-26 09:18:00,"Nitro,",West Virginia,304,Dropped call or no message,N
3304064040,2024-02-28 01:01:46,2024-02-27 17:19:00,,Ohio,216,Other,Y
8582669485,2024-02-28 01:02:06,2024-02-27 15:30:00,,California,213,No Subject Provided,Y
2162080492,2024-02-28 01:03:06,2024-02-27 13:29:00,,Ohio,216,Other,Y
